Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Strada Urbana,VIA AURELIA,da specificare,,,in prossimit� di Via Pio VIII,1,0,0,2,12.44364,41.89929,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA GIOVANNI CICALI,VIA GIOVANNI CICALI,,0,0,0,2,12.61053,41.90604,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIA COLLATINA,all'intersezione con,VIA GIOVANNI CICALI,VIA GIOVANNI CICALI,,0,0,0,2,12.61053,41.90604,Autovettura privata,In marcia / fermata / arresto,Fiat,Scudo,0,
Strada Urbana,VIALE EGEO,da specificare,,,fronte civico 122,0,0,0,2,12.45689,41.83226,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion,0,
Strada Urbana,VIALE EGEO,da specificare,,,fronte civico 122,0,0,0,2,12.45689,41.83226,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Daily,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,all'intersezione semaforizzata con,LUNGOTEVERE DELLE ARMI,LUNGOTEVERE DELLE ARMI,,0,0,0,4,12.46970,41.91423,Ciclomotore,In marcia / fermata / arresto,Honda,SH 50,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,all'intersezione semaforizzata con,LUNGOTEVERE DELLE ARMI,LUNGOTEVERE DELLE ARMI,,0,0,0,4,12.46970,41.91423,Ciclomotore,In marcia / fermata / arresto,Honda,SH 50,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,all'intersezione semaforizzata con,LUNGOTEVERE DELLE ARMI,LUNGOTEVERE DELLE ARMI,,0,0,0,4,12.46970,41.91423,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
Strada Urbana,PIAZZA DELLE CINQUE GIORNATE,all'intersezione semaforizzata con,LUNGOTEVERE DELLE ARMI,LUNGOTEVERE DELLE ARMI,,0,0,0,4,12.46970,41.91423,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
Strada Urbana,VIA CIPRIANO FACCHINETTI,all'intersezione con,VIA GIUSEPPE CANEPA,VIA GIUSEPPE CANEPA,,0,0,0,4,12.54764,41.90773,Autovettura privata,In marcia / fermata / arresto,Chrysler,Daimler Jeep,0,
Strada Urbana,VIA CIPRIANO FACCHINETTI,all'intersezione con,VIA GIUSEPPE CANEPA,VIA GIUSEPPE CANEPA,,0,0,0,4,12.54764,41.90773,Autovettura privata,In marcia / fermata / arresto,Chrysler,Daimler Jeep,0,
Strada Urbana,VIA CIPRIANO FACCHINETTI,all'intersezione con,VIA GIUSEPPE CANEPA,VIA GIUSEPPE CANEPA,,0,0,0,4,12.54764,41.90773,Autovettura privata,In marcia / fermata / arresto,Chrysler,Daimler Jeep,0,
Strada Urbana,VIA CIPRIANO FACCHINETTI,all'intersezione con,VIA GIUSEPPE CANEPA,VIA GIUSEPPE CANEPA,,0,0,0,4,12.54764,41.90773,Autovettura privata,Sosta,Volkswagen,Polo,0,
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA ALBERTO DA GIUSSANO,VIA ALBERTO DA GIUSSANO,,0,0,0,4,12.53418,41.89225,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA ALBERTO DA GIUSSANO,VIA ALBERTO DA GIUSSANO,,0,0,0,4,12.53418,41.89225,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA ALBERTO DA GIUSSANO,VIA ALBERTO DA GIUSSANO,,0,0,0,4,12.53418,41.89225,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione semaforizzata con,VIA ALBERTO DA GIUSSANO,VIA ALBERTO DA GIUSSANO,,0,0,0,4,12.53418,41.89225,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA BARLETTA,in prossimit�,,del civico n.,,1,0,0,2,12.45783,41.91087,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ,0,
Strada Urbana,VIA BARLETTA,in prossimit�,,del civico n.,,1,0,0,2,12.45783,41.91087,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ,0,
Strada Urbana,VIA BARLETTA,in prossimit�,,del civico n.,,1,0,0,2,12.45783,41.91087,Motociclo a solo,In marcia / fermata / arresto,Honda,SH,0,NON DECEDUTO
Statale entro l'abitato,VIA COLA DI RIENZO,in corrispondenza,,del civico n.,,1,0,0,2,12.46059,41.90698,,,,,0,NON DECEDUTO
Statale entro l'abitato,VIA COLA DI RIENZO,in corrispondenza,,del civico n.,,1,0,0,2,12.46059,41.90698,Motociclo a solo,In marcia / fermata / arresto,Honda,SH,0,
Statale entro l'abitato,VIA COLA DI RIENZO,in corrispondenza,,del civico n.,,1,0,0,2,12.46059,41.90698,Motociclo a solo,In marcia / fermata / arresto,Honda,SH,0,
Strada Urbana,LUNGOTEVERE GUGLIELMO OBERDAN,all'intersezione con,PIAZZA MONTE GRAPPA,PIAZZA MONTE GRAPPA,,0,0,0,3,12.46936,41.91872,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,LUNGOTEVERE GUGLIELMO OBERDAN,all'intersezione con,PIAZZA MONTE GRAPPA,PIAZZA MONTE GRAPPA,,0,0,0,3,12.46936,41.91872,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio,Sport City,0,
Strada Urbana,LUNGOTEVERE GUGLIELMO OBERDAN,all'intersezione con,PIAZZA MONTE GRAPPA,PIAZZA MONTE GRAPPA,,0,0,0,3,12.46936,41.91872,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio,Sport City,0,
Strada Urbana,VIA TRAPANI,in prossimit�,,del civico n.,,0,0,0,1,12.51610,41.91009,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA DELLA CONCILIAZIONE,da specificare,,,in prossimit� di v. traspontina,0,0,0,3,12.46171,41.90250,Autovettura pubblica,In marcia / fermata / arresto,Toyota,Auris,0,
Strada Urbana,VIA DELLA CONCILIAZIONE,da specificare,,,in prossimit� di v. traspontina,0,0,0,3,12.46171,41.90250,Autovettura di polizia,In marcia / fermata / arresto,Alfa Romeo,159,0,
Strada Urbana,VIA DELLA CONCILIAZIONE,da specificare,,,in prossimit� di v. traspontina,0,0,0,3,12.46171,41.90250,Autovettura di polizia,In marcia / fermata / arresto,Alfa Romeo,159,0,
Strada Urbana,VIA MARRUVIO,all'intersezione con,VIA METAPONTO,VIA METAPONTO,,0,0,0,2,12.50538,41.88253,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper,0,
Strada Urbana,VIA MARRUVIO,all'intersezione con,VIA METAPONTO,VIA METAPONTO,,0,0,0,2,12.50538,41.88253,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat,0,
Strada Urbana,VIALE PALMIRO TOGLIATTI,in prossimit�,,del civico n.,,0,0,0,1,12.56779,41.86918,Autovettura privata,In marcia / fermata / arresto,Peugeot,208,0,
,VIA ACHILLE TEDESCHI,all'intersezione con,VIA ENRICO SERRETTA,VIA ENRICO SERRETTA,,1,0,0,1,12.53691,41.91287,Autovettura privata,In marcia / fermata / arresto,BMW,X5,0,
,VIA ACHILLE TEDESCHI,all'intersezione con,VIA ENRICO SERRETTA,VIA ENRICO SERRETTA,,1,0,0,1,12.53691,41.91287,Motociclo a solo,In marcia / fermata / arresto,KTM,990,0,NON DECEDUTO
Strada Urbana,VIA DI CASAL DEI PAZZI,in prossimit�,,del civico n.,,1,0,0,1,12.57063,41.92621,,,,,0,NON DECEDUTO
Strada Urbana,VIA DI CASAL DEI PAZZI,in prossimit�,,del civico n.,,1,0,0,1,12.57063,41.92621,Autovettura privata,In marcia / fermata / arresto,Dacia,Sandero,0,
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione semaforizzata con,VIA GIROLAMO BENZONI,VIA GIROLAMO BENZONI,,1,0,0,1,12.48435,41.86737,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,NON DECEDUTO
Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione semaforizzata con,VIA GIROLAMO BENZONI,VIA GIROLAMO BENZONI,,1,0,0,1,12.48435,41.86737,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,in corrispondenza,,del palo luce n.,,0,0,0,4,12.48811,41.85252,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,in corrispondenza,,del palo luce n.,,0,0,0,4,12.48811,41.85252,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,in corrispondenza,,del palo luce n.,,0,0,0,4,12.48811,41.85252,Autovettura pubblica,In marcia / fermata / arresto,Opel,Vivaro,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,in corrispondenza,,del palo luce n.,,0,0,0,4,12.48811,41.85252,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart,0,
Provinciale,VIA NOMENTANA,all'intersezione con,VIA PRATO LAURO,VIA PRATO LAURO,,0,0,0,2,12.55238,41.94111,Autobus urbano,In marcia / fermata / arresto,Breda,Menarinibus,0,
Provinciale,VIA NOMENTANA,all'intersezione con,VIA PRATO LAURO,VIA PRATO LAURO,,0,0,0,2,12.55238,41.94111,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA DI VAL CANNUTA,in corrispondenza,,del civico n.,,0,0,0,2,12.40808,41.89595,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10,0,
Strada Urbana,VIA DI VAL CANNUTA,in corrispondenza,,del civico n.,,0,0,0,2,12.40808,41.89595,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10,0,
Strada Urbana,LUNGOTEVERE DI PIETRA PAPA,all'intersezione con,VIA SILVESTRO GHERARDI,VIA SILVESTRO GHERARDI,,0,0,0,4,12.47418,41.86282,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
Strada Urbana,LUNGOTEVERE DI PIETRA PAPA,all'intersezione con,VIA SILVESTRO GHERARDI,VIA SILVESTRO GHERARDI,,0,0,0,4,12.47418,41.86282,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
Strada Urbana,LUNGOTEVERE DI PIETRA PAPA,all'intersezione con,VIA SILVESTRO GHERARDI,VIA SILVESTRO GHERARDI,,0,0,0,4,12.47418,41.86282,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Strada Urbana,VIA GIUSEPPE PIANELL,da specificare,,,fronte civico 27,0,0,0,2,12.53700,41.89767,Autovettura privata,In marcia / fermata / arresto,Dacia.,Duster,0,
Strada Urbana,VIA GIUSEPPE PIANELL,da specificare,,,fronte civico 27,0,0,0,2,12.53700,41.89767,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIALE MANZONI,all'intersezione con,VIA DI S. CROCE IN GERUSALEMME,VIA DI S. CROCE IN GERUSALEMME,,1,0,0,1,12.50773,41.89118,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,VIALE MANZONI,all'intersezione con,VIA DI S. CROCE IN GERUSALEMME,VIA DI S. CROCE IN GERUSALEMME,,1,0,0,1,12.50773,41.89118,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper,0,
Strada Urbana,VIA OSTIENSE,in prossimit�,,del civico n.,,0,0,0,2,12.47544,41.85051,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA OSTIENSE,in prossimit�,,del civico n.,,0,0,0,2,12.47544,41.85051,Autovettura privata,In marcia / fermata / arresto,Adam Opel,(ignoto),0,
Strada Urbana,VIA GIOVANNI KOBLER,all'intersezione con,VIA DELLA CECCHIGNOLA,VIA DELLA CECCHIGNOLA,,1,0,0,0,12.50790,41.81291,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo,0,NON DECEDUTO
,VIA DELLE TRE FONTANE,all'intersezione con,VIALE DELL'INDUSTRIA,VIALE DELL'INDUSTRIA,,1,0,0,1,12.47358,41.83934,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo,0,
,VIA DELLE TRE FONTANE,all'intersezione con,VIALE DELL'INDUSTRIA,VIALE DELL'INDUSTRIA,,1,0,0,1,12.47358,41.83934,Autovettura privata,In marcia / fermata / arresto,Skoda,Fabia,0,NON DECEDUTO
Strada Urbana,VIA DEL GRAN PARADISO,all'intersezione con,VIA MONTE FAVINO,VIA MONTE FAVINO,,0,0,0,1,12.52662,41.94884,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Iveco,0,
Strada Urbana,VIA MATTEO BARTOLI,all'intersezione con,VIA DELLA DIVISIONE TORINO,VIA DELLA DIVISIONE TORINO,,0,0,0,2,12.49004,41.81866,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA MATTEO BARTOLI,all'intersezione con,VIA DELLA DIVISIONE TORINO,VIA DELLA DIVISIONE TORINO,,0,0,0,2,12.49004,41.81866,Autovettura privata,In marcia / fermata / arresto,Audi,Q 5,0,
Strada Urbana,VIA PASQUALE II,in prossimit�,,del civico n.,,0,0,0,3,12.41225,41.91338,Autovettura privata,In marcia / fermata / arresto,Ford,C - MAX,0,
Strada Urbana,VIA PASQUALE II,in prossimit�,,del civico n.,,0,0,0,3,12.41225,41.91338,Autovettura privata,In marcia / fermata / arresto,Ford,C - MAX,0,
Strada Urbana,VIA PASQUALE II,in prossimit�,,del civico n.,,0,0,0,3,12.41225,41.91338,Autovettura privata,In marcia / fermata / arresto,Ford,C - MAX,0,
Strada Urbana,VIA DARIO NICCODEMI,da specificare,,,fronte civico 80 (area parcheggio),0,0,0,2,12.54867,41.95485,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�,0,
Strada Urbana,VIA DARIO NICCODEMI,da specificare,,,fronte civico 80 (area parcheggio),0,0,0,2,12.54867,41.95485,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A 180,0,
Strada Urbana,VIA DI CASAL DEL MARMO,in prossimit�,,del civico n.,,1,0,0,3,12.40086,41.95390,,,,,0,NON DECEDUTO
Strada Urbana,VIA DI CASAL DEL MARMO,in prossimit�,,del civico n.,,1,0,0,3,12.40086,41.95390,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,
Strada Urbana,VIA DI CASAL DEL MARMO,in prossimit�,,del civico n.,,1,0,0,3,12.40086,41.95390,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A,0,
Strada Urbana,VIA DI CASAL DEL MARMO,in prossimit�,,del civico n.,,1,0,0,3,12.40086,41.95390,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A,0,
,PIAZZA ADRIANA,in corrispondenza,,del civico n.,,0,0,0,2,12.46405,41.90417,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
,PIAZZA ADRIANA,in corrispondenza,,del civico n.,,0,0,0,2,12.46405,41.90417,Motociclo a solo,In marcia / fermata / arresto,Kymco,People S,0,
Strada Urbana,VIA DELL'ARCHITETTURA,all'intersezione con,VIALE REMBRANDT,VIALE REMBRANDT,,0,0,0,2,12.47644,41.83066,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA DELL'ARCHITETTURA,all'intersezione con,VIALE REMBRANDT,VIALE REMBRANDT,,0,0,0,2,12.47644,41.83066,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA DEL CASALE DI S. BASILIO,in prossimit�,,del civico n.,,0,0,0,2,12.57257,41.94221,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,Majesty,0,
Strada Urbana,VIA DEL CASALE DI S. BASILIO,in prossimit�,,del civico n.,,0,0,0,2,12.57257,41.94221,Motociclo con passeggero,In marcia / fermata / arresto,Yamaha,Majesty,0,
,VIA TUSCOLANA,da specificare,,,alt. via O. Stefanini,0,0,0,1,12.58437,41.84280,Autovettura pubblica,In marcia / fermata / arresto,Buick,Park Avenue,0,
Strada Urbana,VIALE GUGLIELMO MARCONI,da specificare,,,Fronte Via Caduti Senza Croce,0,0,0,2,12.47693,41.84563,Motociclo a solo,In marcia / fermata / arresto,Peugeot,SATELIS,0,
Strada Urbana,VIALE GUGLIELMO MARCONI,da specificare,,,Fronte Via Caduti Senza Croce,0,0,0,2,12.47693,41.84563,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz,0,
Strada Urbana,VIA EMILIO LAGOSTINA,in prossimit�,,del civico n.,,0,0,0,2,12.56326,41.92921,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA EMILIO LAGOSTINA,in prossimit�,,del civico n.,,0,0,0,2,12.56326,41.92921,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1,0,
Strada Urbana,VIA MARMORATA,da specificare,,,f.c. 125,1,0,0,0,12.47768,41.88065,Autovettura privata,In marcia / fermata / arresto,Smart ,Fortwo,0,NON DECEDUTO
Strada Urbana,VIA DOMENICO JACHINO,da specificare,,,prossimit� civico 171,0,0,0,2,12.44926,41.80864,Autovettura privata,In marcia / fermata / arresto,Peugeot,206,0,
Strada Urbana,VIA DOMENICO JACHINO,da specificare,,,prossimit� civico 171,0,0,0,2,12.44926,41.80864,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3,0,
,CIRCONVALLAZIONE SALARIA,da specificare,,,direzione Ponte delle Valli,1,0,0,2,12.52086,41.93447,Motociclo a solo,In marcia / fermata / arresto,Peugeot,Tweet,0,NON DECEDUTO
,CIRCONVALLAZIONE SALARIA,da specificare,,,direzione Ponte delle Valli,1,0,0,2,12.52086,41.93447,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris Verso,0,
,CIRCONVALLAZIONE SALARIA,da specificare,,,direzione Ponte delle Valli,1,0,0,2,12.52086,41.93447,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris Verso,0,
,VIA DELL'AGONISTICA,all'intersezione con,VIA DEI CAMPI SPORTIVI,VIA DEI CAMPI SPORTIVI,,0,0,0,2,12.48992,41.93294,Veicolo speciale,In marcia / fermata / arresto,Iveco,MT180E30,0,
,VIA DELL'AGONISTICA,all'intersezione con,VIA DEI CAMPI SPORTIVI,VIA DEI CAMPI SPORTIVI,,0,0,0,2,12.48992,41.93294,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2,0,
Strada Urbana,PIAZZA CLEMENTE XI,da specificare,,,rotatoria,0,0,0,2,12.41481,41.91415,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Nissan,NV 2000,0,
Strada Urbana,PIAZZA CLEMENTE XI,da specificare,,,rotatoria,0,0,0,2,12.41481,41.91415,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva,0,
,VIA DEL FORO ITALICO,all'intersezione con,VIA ALFREDO CATALANI,VIA ALFREDO CATALANI,,1,0,0,2,12.48375,41.93991,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion,0,
,VIA DEL FORO ITALICO,all'intersezione con,VIA ALFREDO CATALANI,VIA ALFREDO CATALANI,,1,0,0,2,12.48375,41.93991,Velocipede,In marcia / fermata / arresto,.DA CORSA,(non accertato),0,NON DECEDUTO
,VIA DEL FORO ITALICO,all'intersezione con,VIA ALFREDO CATALANI,VIA ALFREDO CATALANI,,1,0,0,2,12.48375,41.93991,Autovettura di soccorso,In marcia / fermata / arresto,Iveco,49,0,
Strada Urbana,VIA MATTIA BATTISTINI,in prossimit�,,del civico n.,,0,0,0,2,12.41854,41.91742,Autovettura privata,In marcia / fermata / arresto,Fiat,600,0,
Strada Urbana,VIA MATTIA BATTISTINI,in prossimit�,,del civico n.,,0,0,0,2,12.41854,41.91742,Autobus di linea,In marcia / fermata / arresto,Bredamenarinibus,AVANCITY KZ LU 3P T12,0,
Strada Urbana,VIA DEL FORO ITALICO,da specificare,,,interno Galleria Giovanni XXIII,0,0,0,1,12.48375,41.93991,Autovettura privata,In marcia / fermata / arresto,Renault,Modus,0,
Strada Urbana,VIA NAZARETH,in corrispondenza,,del civico n.,,2,0,0,3,12.39736,41.89976,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,
Strada Urbana,VIA NAZARETH,in corrispondenza,,del civico n.,,2,0,0,3,12.39736,41.89976,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,
Strada Urbana,VIA NAZARETH,in corrispondenza,,del civico n.,,2,0,0,3,12.39736,41.89976,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,
Strada Urbana,VIA NAZARETH,in corrispondenza,,del civico n.,,2,0,0,3,12.39736,41.89976,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos,0,NON DECEDUTO
Strada Urbana,VIA NAZARETH,in corrispondenza,,del civico n.,,2,0,0,3,12.39736,41.89976,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos,0,NON DECEDUTO
Strada Urbana,GALLERIA GIOVANNI XXIII,da specificare,,,prossimit� uscita via Trionfale,1,0,0,0,12.44128,41.94052,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
Strada Urbana,VIA MARIO AMATO,da specificare,,,fronte civico 15,0,0,0,2,12.45141,41.91512,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA MARIO AMATO,da specificare,,,fronte civico 15,0,0,0,2,12.45141,41.91512,Autovettura di polizia,In marcia / fermata / arresto,Renault,Clio,0,
,VIA CARLO EDERLE,all'intersezione con,PIAZZA DEL FANTE,PIAZZA DEL FANTE,,0,0,0,3,12.46745,41.92077,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ,0,
,VIA CARLO EDERLE,all'intersezione con,PIAZZA DEL FANTE,PIAZZA DEL FANTE,,0,0,0,3,12.46745,41.92077,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
,VIA CARLO EDERLE,all'intersezione con,PIAZZA DEL FANTE,PIAZZA DEL FANTE,,0,0,0,3,12.46745,41.92077,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
,VIA ULISSE ALDROVANDI,da specificare,,,FRONTE CIVICO 11,1,0,0,0,12.48456,41.91827,,,,,0,NON DECEDUTO
Strada Urbana,VIA MARIO BIANCHINI,in corrispondenza,,del civico n.,,0,0,0,2,12.50070,41.83491,Autovettura privata,In marcia / fermata / arresto,Fiat,Fiorino Qubo,0,
Strada Urbana,VIA MARIO BIANCHINI,in corrispondenza,,del civico n.,,0,0,0,2,12.50070,41.83491,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
,VIA CILICIA,da specificare,,,fronte civico 8,0,0,0,3,12.50171,41.87114,Autovettura privata,In marcia / fermata / arresto,Fiat,Freemont,0,
,VIA CILICIA,da specificare,,,fronte civico 8,0,0,0,3,12.50171,41.87114,Autovettura privata,In marcia / fermata / arresto,Fiat,Freemont,0,
,VIA CILICIA,da specificare,,,fronte civico 8,0,0,0,3,12.50171,41.87114,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Carnaby,0,
,VIA CASILINA,all'intersezione con,VIA MUZIO SCEVOLA,VIA MUZIO SCEVOLA,,0,0,0,3,12.52577,41.87564,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
,VIA CASILINA,all'intersezione con,VIA MUZIO SCEVOLA,VIA MUZIO SCEVOLA,,0,0,0,3,12.52577,41.87564,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
,VIA CASILINA,all'intersezione con,VIA MUZIO SCEVOLA,VIA MUZIO SCEVOLA,,0,0,0,3,12.52577,41.87564,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo,0,
Strada Urbana,PIAZZA CESARE BARONIO,all'intersezione con,VIA GIUSEPPE MANNO,VIA GIUSEPPE MANNO,,0,0,0,2,12.52014,41.87294,Autovettura privata,In marcia / fermata / arresto,Nissan,Almera,0,
Strada Urbana,PIAZZA CESARE BARONIO,all'intersezione con,VIA GIUSEPPE MANNO,VIA GIUSEPPE MANNO,,0,0,0,2,12.52014,41.87294,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA TARANTO,in corrispondenza,,del civico n.,,0,0,0,2,12.51154,41.88531,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Strada Urbana,VIA TARANTO,in corrispondenza,,del civico n.,,0,0,0,2,12.51154,41.88531,Autovettura privata,In marcia / fermata / arresto,Mercedes,Benz 210,0,
,VIA TIBURTINA,in prossimit�,,del civico n.,,0,1,0,0,12.53573,41.90839,,,,,0,NON DECEDUTO
Strada Urbana,VIA PRENESTINA NUOVA,da specificare,,,palo acea 1085 direzione longoni,0,0,0,5,12.60345,41.89265,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA PRENESTINA NUOVA,da specificare,,,palo acea 1085 direzione longoni,0,0,0,5,12.60345,41.89265,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA PRENESTINA NUOVA,da specificare,,,palo acea 1085 direzione longoni,0,0,0,5,12.60345,41.89265,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA PRENESTINA NUOVA,da specificare,,,palo acea 1085 direzione longoni,0,0,0,5,12.60345,41.89265,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA PRENESTINA NUOVA,da specificare,,,palo acea 1085 direzione longoni,0,0,0,5,12.60345,41.89265,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA DI GROTTA PERFETTA,all'intersezione con,VIA SALVATORE DI GIACOMO,VIA SALVATORE DI GIACOMO,,0,0,0,2,12.48876,41.84669,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos,0,
Strada Urbana,VIA DI GROTTA PERFETTA,all'intersezione con,VIA SALVATORE DI GIACOMO,VIA SALVATORE DI GIACOMO,,0,0,0,2,12.48876,41.84669,Motociclo a solo,In marcia / fermata / arresto,Kymco,People,0,
Provinciale entro l'abitato,VIA TUSCOLANA,in prossimit�,,del civico n.,,1,0,0,3,12.56542,41.85520,Autovettura privata,In marcia / fermata / arresto,Renault,Clio,0,
Provinciale entro l'abitato,VIA TUSCOLANA,in prossimit�,,del civico n.,,1,0,0,3,12.56542,41.85520,Autovettura privata,In marcia / fermata / arresto,Daimler,Smart,0,
Provinciale entro l'abitato,VIA TUSCOLANA,in prossimit�,,del civico n.,,1,0,0,3,12.56542,41.85520,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,NON DECEDUTO
Provinciale entro l'abitato,VIA TUSCOLANA,in prossimit�,,del civico n.,,1,0,0,3,12.56542,41.85520,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Regionale entro l'abitato,VIA CASSIA,in corrispondenza,,del civico n.,,0,0,0,2,12.45865,41.95654,Autovettura privata,In marcia / fermata / arresto,Nissan,Primera,0,
Regionale entro l'abitato,VIA CASSIA,in corrispondenza,,del civico n.,,0,0,0,2,12.45865,41.95654,Autovettura privata,In marcia / fermata / arresto,Skoda,Roomster,0,
